organism_name,assembly_id,genome_ftp_path,checksums_ftp_path
Mansonella ozzardi,GCA_029876185.1_NEB_Moz_Venz_1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/876/185/GCA_029876185.1_NEB_Moz_Venz_1/GCA_029876185.1_NEB_Moz_Venz_1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/876/185/GCA_029876185.1_NEB_Moz_Venz_1/md5checksums.txt
Mansonella perstans,GCA_037074765.1_Mpe_Cam_1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/074/765/GCA_037074765.1_Mpe_Cam_1/GCA_037074765.1_Mpe_Cam_1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/074/765/GCA_037074765.1_Mpe_Cam_1/md5checksums.txt
Margaritifera margaritifera,GCA_029931535.1_MarmarV2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/931/535/GCA_029931535.1_MarmarV2/GCA_029931535.1_MarmarV2_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/931/535/GCA_029931535.1_MarmarV2/md5checksums.txt
Marisa cornuarietis,GCA_004794655.1_Mca_v2.0.fa,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/794/655/GCA_004794655.1_Mca_v2.0.fa/GCA_004794655.1_Mca_v2.0.fa_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/794/655/GCA_004794655.1_Mca_v2.0.fa/md5checksums.txt
Megalonaias nervosa,GCA_016617855.1_ASM1661785v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/617/855/GCA_016617855.1_ASM1661785v1/GCA_016617855.1_ASM1661785v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/617/855/GCA_016617855.1_ASM1661785v1/md5checksums.txt
Megaselia scalaris,GCA_000341915.2_ASM34191v2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/915/GCA_000341915.2_ASM34191v2/GCA_000341915.2_ASM34191v2_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/915/GCA_000341915.2_ASM34191v2/md5checksums.txt
Melanargia galathea,GCA_920104075.1_ilMelGala2.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/920/104/075/GCA_920104075.1_ilMelGala2.1/GCA_920104075.1_ilMelGala2.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/920/104/075/GCA_920104075.1_ilMelGala2.1/md5checksums.txt
Melanoides tuberculata,GCA_028565955.2_ASM2856595v2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/565/955/GCA_028565955.2_ASM2856595v2/GCA_028565955.2_ASM2856595v2_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/565/955/GCA_028565955.2_ASM2856595v2/md5checksums.txt
Melibe bucephala,GCA_039654525.1_ASM3965452v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/654/525/GCA_039654525.1_ASM3965452v1/GCA_039654525.1_ASM3965452v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/654/525/GCA_039654525.1_ASM3965452v1/md5checksums.txt
Melibe leonina,GCA_031471865.1_ASM3147186v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/471/865/GCA_031471865.1_ASM3147186v1/GCA_031471865.1_ASM3147186v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/471/865/GCA_031471865.1_ASM3147186v1/md5checksums.txt
Melibe viridis,GCA_039654465.1_ASM3965446v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/654/465/GCA_039654465.1_ASM3965446v1/GCA_039654465.1_ASM3965446v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/654/465/GCA_039654465.1_ASM3965446v1/md5checksums.txt
Meloidogyne arenaria,GCA_036172955.1_ASM3617295v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/172/955/GCA_036172955.1_ASM3617295v1/GCA_036172955.1_ASM3617295v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/172/955/GCA_036172955.1_ASM3617295v1/md5checksums.txt
Meloidogyne chitwoodi,GCA_015183035.1_ASM1518303v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/183/035/GCA_015183035.1_ASM1518303v1/GCA_015183035.1_ASM1518303v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/183/035/GCA_015183035.1_ASM1518303v1/md5checksums.txt
Meloidogyne enterolobii,GCA_963681835.1_Meloidogyne_enterolobii_E1834_genome_assembly,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/681/835/GCA_963681835.1_Meloidogyne_enterolobii_E1834_genome_assembly/GCA_963681835.1_Meloidogyne_enterolobii_E1834_genome_assembly_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/681/835/GCA_963681835.1_Meloidogyne_enterolobii_E1834_genome_assembly/md5checksums.txt
Meloidogyne exigua,GCA_018905775.1_ASM1890577v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/905/775/GCA_018905775.1_ASM1890577v1/GCA_018905775.1_ASM1890577v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/905/775/GCA_018905775.1_ASM1890577v1/md5checksums.txt
Meloidogyne floridensis,GCA_003693605.1_ASM369360v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/693/605/GCA_003693605.1_ASM369360v1/GCA_003693605.1_ASM369360v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/693/605/GCA_003693605.1_ASM369360v1/md5checksums.txt
Meloidogyne graminicola,GCA_036172905.1_ASM3617290v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/172/905/GCA_036172905.1_ASM3617290v1/GCA_036172905.1_ASM3617290v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/172/905/GCA_036172905.1_ASM3617290v1/md5checksums.txt
Meloidogyne hapla,GCA_000172435.1_Freeze_1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/172/435/GCA_000172435.1_Freeze_1/GCA_000172435.1_Freeze_1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/172/435/GCA_000172435.1_Freeze_1/md5checksums.txt
Meloidogyne incognita,GCA_036172945.1_ASM3617294v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/172/945/GCA_036172945.1_ASM3617294v1/GCA_036172945.1_ASM3617294v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/172/945/GCA_036172945.1_ASM3617294v1/md5checksums.txt
Meloidogyne javanica,GCA_036172935.1_ASM3617293v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/172/935/GCA_036172935.1_ASM3617293v1/GCA_036172935.1_ASM3617293v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/172/935/GCA_036172935.1_ASM3617293v1/md5checksums.txt
Membranipora membranacea,GCA_914767715.1_tzMemMemb1.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/914/767/715/GCA_914767715.1_tzMemMemb1.1/GCA_914767715.1_tzMemMemb1.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/914/767/715/GCA_914767715.1_tzMemMemb1.1/md5checksums.txt
Mercenaria mercenaria,GCA_021730395.1_MADL_Memer_1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/730/395/GCA_021730395.1_MADL_Memer_1/GCA_021730395.1_MADL_Memer_1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/730/395/GCA_021730395.1_MADL_Memer_1/md5checksums.txt
Mermis nigrescens,GCA_036768485.1_OU_Mnig_GAv1.2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/768/485/GCA_036768485.1_OU_Mnig_GAv1.2/GCA_036768485.1_OU_Mnig_GAv1.2_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/768/485/GCA_036768485.1_OU_Mnig_GAv1.2/md5checksums.txt
Metacarcinus magister,GCA_029783475.1_ASM2978347v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/783/475/GCA_029783475.1_ASM2978347v1/GCA_029783475.1_ASM2978347v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/783/475/GCA_029783475.1_ASM2978347v1/md5checksums.txt
Mimachlamys varia,GCA_947623455.1_xbMimVari1.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/623/455/GCA_947623455.1_xbMimVari1.1/GCA_947623455.1_xbMimVari1.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/623/455/GCA_947623455.1_xbMimVari1.1/md5checksums.txt
Mizuhopecten yessoensis,GCA_002113885.2_ASM211388v2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/113/885/GCA_002113885.2_ASM211388v2/GCA_002113885.2_ASM211388v2_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/113/885/GCA_002113885.2_ASM211388v2/md5checksums.txt
Moniezia expansa,GCA_019097775.1_ASM1909777v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/097/775/GCA_019097775.1_ASM1909777v1/GCA_019097775.1_ASM1909777v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/097/775/GCA_019097775.1_ASM1909777v1/md5checksums.txt
Monomorium pharaonis,GCA_013373865.2_ASM1337386v2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/373/865/GCA_013373865.2_ASM1337386v2/GCA_013373865.2_ASM1337386v2_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/373/865/GCA_013373865.2_ASM1337386v2/md5checksums.txt
Monoplex corrugatus,GCA_030674185.1_MNHN-Mocor-1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/674/185/GCA_030674185.1_MNHN-Mocor-1/GCA_030674185.1_MNHN-Mocor-1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/674/185/GCA_030674185.1_MNHN-Mocor-1/md5checksums.txt
Muusoctopus longibrachus,GCA_027122495.1_ASM2712249v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/122/495/GCA_027122495.1_ASM2712249v1/GCA_027122495.1_ASM2712249v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/122/495/GCA_027122495.1_ASM2712249v1/md5checksums.txt
Mya arenaria,GCA_026914265.1_ASM2691426v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/914/265/GCA_026914265.1_ASM2691426v1/GCA_026914265.1_ASM2691426v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/914/265/GCA_026914265.1_ASM2691426v1/md5checksums.txt
Mytilus californianus,GCA_021869535.1_xbMytCali1.0.p,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/869/535/GCA_021869535.1_xbMytCali1.0.p/GCA_021869535.1_xbMytCali1.0.p_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/869/535/GCA_021869535.1_xbMytCali1.0.p/md5checksums.txt
Mytilus coruscus,GCA_017311375.1_Mcoruscus_HiC,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/311/375/GCA_017311375.1_Mcoruscus_HiC/GCA_017311375.1_Mcoruscus_HiC_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/311/375/GCA_017311375.1_Mcoruscus_HiC/md5checksums.txt
Mytilus edulis,GCA_019925275.2_PEIMed_v2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/275/GCA_019925275.2_PEIMed_v2/GCA_019925275.2_PEIMed_v2_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/925/275/GCA_019925275.2_PEIMed_v2/md5checksums.txt
Mytilus galloprovincialis,GCA_037788925.1_MytGallo_primary_0.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/788/925/GCA_037788925.1_MytGallo_primary_0.1/GCA_037788925.1_MytGallo_primary_0.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/788/925/GCA_037788925.1_MytGallo_primary_0.1/md5checksums.txt
Mytilus trossulus,GCA_036588685.2_PNRI_Mtr1.2.1.hap1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/588/685/GCA_036588685.2_PNRI_Mtr1.2.1.hap1/GCA_036588685.2_PNRI_Mtr1.2.1.hap1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/588/685/GCA_036588685.2_PNRI_Mtr1.2.1.hap1/md5checksums.txt
Nautilus pompilius,GCA_018389105.1_ASM1838910v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/389/105/GCA_018389105.1_ASM1838910v1/GCA_018389105.1_ASM1838910v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/389/105/GCA_018389105.1_ASM1838910v1/md5checksums.txt
Necator americanus,GCA_031761385.1_Nec_am_Ar_1.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/761/385/GCA_031761385.1_Nec_am_Ar_1.0/GCA_031761385.1_Nec_am_Ar_1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/761/385/GCA_031761385.1_Nec_am_Ar_1.0/md5checksums.txt
Neocaridina denticulata,GCA_040365845.1_IAB_Nden_1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/365/845/GCA_040365845.1_IAB_Nden_1/GCA_040365845.1_IAB_Nden_1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/365/845/GCA_040365845.1_IAB_Nden_1/md5checksums.txt
Nippostrongylus brasiliensis,GCA_030553155.1_ASM3055315v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/553/155/GCA_030553155.1_ASM3055315v1/GCA_030553155.1_ASM3055315v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/553/155/GCA_030553155.1_ASM3055315v1/md5checksums.txt
Nothrus palustris,GCA_034697745.1_ASM3469774v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/697/745/GCA_034697745.1_ASM3469774v1/GCA_034697745.1_ASM3469774v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/697/745/GCA_034697745.1_ASM3469774v1/md5checksums.txt
Nothrus silvestris,GCA_033995675.1_ASM3399567v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/995/675/GCA_033995675.1_ASM3399567v1/GCA_033995675.1_ASM3399567v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/995/675/GCA_033995675.1_ASM3399567v1/md5checksums.txt
Notodromas monacha,GCA_905338405.1_Nmo_b1v02_max_arth_b2g_genome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/338/405/GCA_905338405.1_Nmo_b1v02_max_arth_b2g_genome/GCA_905338405.1_Nmo_b1v02_max_arth_b2g_genome_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/338/405/GCA_905338405.1_Nmo_b1v02_max_arth_b2g_genome/md5checksums.txt
Nuttallia obscurata,GCA_032358795.1_ASM3235879v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/358/795/GCA_032358795.1_ASM3235879v1/GCA_032358795.1_ASM3235879v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/358/795/GCA_032358795.1_ASM3235879v1/md5checksums.txt
Octopus americanus,GCA_027568995.1_ASM2756899v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/568/995/GCA_027568995.1_ASM2756899v1/GCA_027568995.1_ASM2756899v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/568/995/GCA_027568995.1_ASM2756899v1/md5checksums.txt
Octopus bimaculoides,GCA_001194135.2_ASM119413v2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/194/135/GCA_001194135.2_ASM119413v2/GCA_001194135.2_ASM119413v2_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/194/135/GCA_001194135.2_ASM119413v2/md5checksums.txt
Octopus insularis,GCA_029874955.1_RU_OctIns_1.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/874/955/GCA_029874955.1_RU_OctIns_1.0/GCA_029874955.1_RU_OctIns_1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/874/955/GCA_029874955.1_RU_OctIns_1.0/md5checksums.txt
Octopus maya,GCA_027122535.1_ASM2712253v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/122/535/GCA_027122535.1_ASM2712253v1/GCA_027122535.1_ASM2712253v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/122/535/GCA_027122535.1_ASM2712253v1/md5checksums.txt
Octopus rubescens,GCA_027564515.1_ASM2756451v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/564/515/GCA_027564515.1_ASM2756451v1/GCA_027564515.1_ASM2756451v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/564/515/GCA_027564515.1_ASM2756451v1/md5checksums.txt
Octopus sinensis,GCA_006345805.1_ASM634580v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/345/805/GCA_006345805.1_ASM634580v1/GCA_006345805.1_ASM634580v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/345/805/GCA_006345805.1_ASM634580v1/md5checksums.txt
Octopus vulgaris,GCA_951406725.2_xcOctVulg1.2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/951/406/725/GCA_951406725.2_xcOctVulg1.2/GCA_951406725.2_xcOctVulg1.2_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/951/406/725/GCA_951406725.2_xcOctVulg1.2/md5checksums.txt
Oithona nana,GCA_900157175.1_O_NANA_1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/175/GCA_900157175.1_O_NANA_1/GCA_900157175.1_O_NANA_1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/157/175/GCA_900157175.1_O_NANA_1/md5checksums.txt
Omphiscola glabra,GCA_964017045.1_xgOmpGlab2.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/017/045/GCA_964017045.1_xgOmpGlab2.1/GCA_964017045.1_xgOmpGlab2.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/017/045/GCA_964017045.1_xgOmpGlab2.1/md5checksums.txt
Onchidella celtica,GCA_963931925.1_xgOncCelt3.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/931/925/GCA_963931925.1_xgOncCelt3.1/GCA_963931925.1_xgOncCelt3.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/931/925/GCA_963931925.1_xgOncCelt3.1/md5checksums.txt
Onchocerca lupi,GCA_028564675.1_Olupi_Ro2020_NM.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/564/675/GCA_028564675.1_Olupi_Ro2020_NM.1/GCA_028564675.1_Olupi_Ro2020_NM.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/564/675/GCA_028564675.1_Olupi_Ro2020_NM.1/md5checksums.txt
Onchocerca volvulus,GCA_000499405.2_ASM49940v2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/499/405/GCA_000499405.2_ASM49940v2/GCA_000499405.2_ASM49940v2_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/499/405/GCA_000499405.2_ASM49940v2/md5checksums.txt
Oncomelania hupensis,GCA_036898135.1_ASM3689813v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/898/135/GCA_036898135.1_ASM3689813v1/GCA_036898135.1_ASM3689813v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/898/135/GCA_036898135.1_ASM3689813v1/md5checksums.txt
Onykia robusta,GCA_037178445.1_ASM3717844v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/178/445/GCA_037178445.1_ASM3717844v1/GCA_037178445.1_ASM3717844v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/178/445/GCA_037178445.1_ASM3717844v1/md5checksums.txt
Opisthorchis felineus,GCA_004794785.1_ICG_Ofel_1.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/794/785/GCA_004794785.1_ICG_Ofel_1.0/GCA_004794785.1_ICG_Ofel_1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/794/785/GCA_004794785.1_ICG_Ofel_1.0/md5checksums.txt
Oppiella nova,GCA_905397405.1_1_On_b1v03.max_arth_b2g_droso_b2g_emblv2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/397/405/GCA_905397405.1_1_On_b1v03.max_arth_b2g_droso_b2g_emblv2/GCA_905397405.1_1_On_b1v03.max_arth_b2g_droso_b2g_emblv2_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/397/405/GCA_905397405.1_1_On_b1v03.max_arth_b2g_droso_b2g_emblv2/md5checksums.txt
Oratosquilla oratoria,GCA_046742065.1_ASM4674206v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/742/065/GCA_046742065.1_ASM4674206v1/GCA_046742065.1_ASM4674206v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/742/065/GCA_046742065.1_ASM4674206v1/md5checksums.txt
Oscheius dolichura,GCA_932521035.1_nxOscDolc1.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/932/521/035/GCA_932521035.1_nxOscDolc1.1/GCA_932521035.1_nxOscDolc1.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/932/521/035/GCA_932521035.1_nxOscDolc1.1/md5checksums.txt
Oscheius myriophilus,GCA_964057215.1_nxOscMyri1.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/057/215/GCA_964057215.1_nxOscMyri1.1/GCA_964057215.1_nxOscMyri1.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/057/215/GCA_964057215.1_nxOscMyri1.1/md5checksums.txt
Oscheius tipulae,GCA_037178975.1_ASM3717897v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/178/975/GCA_037178975.1_ASM3717897v1/GCA_037178975.1_ASM3717897v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/178/975/GCA_037178975.1_ASM3717897v1/md5checksums.txt
Ostertagia ostertagi,GCA_964213955.1_nxOstOste4.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/213/955/GCA_964213955.1_nxOstOste4.1/GCA_964213955.1_nxOstOste4.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/213/955/GCA_964213955.1_nxOstOste4.1/md5checksums.txt
Ostrea denselamellosa,GCA_024699665.1_O. denselamellosa_genome_assembly_1.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/699/665/GCA_024699665.1_O._denselamellosa_genome_assembly_1.0/GCA_024699665.1_O._denselamellosa_genome_assembly_1.0_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/699/665/GCA_024699665.1_O._denselamellosa_genome_assembly_1.0/md5checksums.txt
Ostrea edulis,GCA_947568905.1_xbOstEdul1.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/568/905/GCA_947568905.1_xbOstEdul1.1/GCA_947568905.1_xbOstEdul1.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/568/905/GCA_947568905.1_xbOstEdul1.1/md5checksums.txt
Owenia fusiformis,GCA_903813345.2_Owenia_chromosome,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/813/345/GCA_903813345.2_Owenia_chromosome/GCA_903813345.2_Owenia_chromosome_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/813/345/GCA_903813345.2_Owenia_chromosome/md5checksums.txt
Panagrellus redivivus,GCA_000341325.1_Pred3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/325/GCA_000341325.1_Pred3/GCA_000341325.1_Pred3_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/325/GCA_000341325.1_Pred3/md5checksums.txt
Panagrolaimus davidi,GCA_901779475.1_PDA_v2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/779/475/GCA_901779475.1_PDA_v2/GCA_901779475.1_PDA_v2_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/779/475/GCA_901779475.1_PDA_v2/md5checksums.txt
Panagrolaimus detritophagus,GCA_964187885.1_nxPanDetr1.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/187/885/GCA_964187885.1_nxPanDetr1.1/GCA_964187885.1_nxPanDetr1.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/187/885/GCA_964187885.1_nxPanDetr1.1/md5checksums.txt
Panagrolaimus kolymaensis,GCA_028622995.1_DD_ASM_w20201014,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/622/995/GCA_028622995.1_DD_ASM_w20201014/GCA_028622995.1_DD_ASM_w20201014_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/622/995/GCA_028622995.1_DD_ASM_w20201014/md5checksums.txt
Panagrolaimus superbus,GCA_964035985.1_nxPanSupe1.1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/035/985/GCA_964035985.1_nxPanSupe1.1/GCA_964035985.1_nxPanSupe1.1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/035/985/GCA_964035985.1_nxPanSupe1.1/md5checksums.txt
Pandalus borealis,GCA_040182845.1_ASM4018284v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/182/845/GCA_040182845.1_ASM4018284v1/GCA_040182845.1_ASM4018284v1_genomic.fna.gz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/182/845/GCA_040182845.1_ASM4018284v1/md5checksums.txt
