Gene_Length_Including_N,Sum_of_valid_dinucleotide_counts,A_Count,T_Count,G_Count,C_Count,AA_Count,AA_OE,AA_Rate,AT_Count,AT_OE,AT_Rate,AG_Count,AG_OE,AG_Rate,AC_Count,AC_OE,AC_Rate,TA_Count,TA_OE,TA_Rate,TT_Count,TT_OE,TT_Rate,TG_Count,TG_OE,TG_Rate,TC_Count,TC_OE,TC_Rate,GA_Count,GA_OE,GA_Rate,GT_Count,GT_OE,GT_Rate,GG_Count,GG_OE,GG_Rate,GC_Count,GC_OE,GC_Rate,CA_Count,CA_OE,CA_Rate,CT_Count,CT_OE,CT_Rate,CG_Count,CG_OE,CG_Rate,CC_Count,CC_OE,CC_Rate,A_Rate,T_Rate,G_Rate,C_Rate,Region,Assembly Identifier,Phylum,Class,Order,Family,Genus,Organism Name,Average_lifespan_days,Average_lifespan_days_in_longer_life_cycle,Parthenogenesis,Fission Budding,Highly dormant eggs,Dormant state in other than egg stage,More than one type of life cycles,Eusociality,Eusociality level,Host number
,43678025,12000812,11966144,9857303,9866633,4173837,1.266581237526141,0.0955591971019751,3067959,0.933691756805406,0.0702403325241926,2259749,0.8348535428136835,0.0517365196800908,2495705,0.921154488534059,0.0571386870170984,1999336,0.6084708245072028,0.0457744140216962,4161298,1.2701037503102792,0.0952721191033706,2983631,1.1054818329403828,0.0683096591478209,2818413,1.0432785166315577,0.0645270247452809,2821441,1.0423679863072324,0.0645963502241687,2485894,0.9210625092766164,0.0569140660549555,2175287,0.9784061681794156,0.0498027783994354,2371853,1.065809332691678,0.0543031192458908,3002612,1.1082517850171507,0.0687442255001227,2247436,0.8319226799991206,0.0514546159081139,2435844,1.0945641522392102,0.0557681809101945,2177730,0.977653400806022,0.0498587104155922,0.2746753716998957,0.2738818882434353,0.2256145972025474,0.2258281428541216,gene_associated_-2kb_+1kb,GCA_000341325.1_Pred3,Nematoda,Chromadorea,Rhabditida,Panagrolaimidae,Panagrellus,Panagrellus redivivus,32.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,45453197,15226120,15157942,7524158,7551497,5890248,1.155165219515622,0.1295893003961855,4803466,0.9462682144396726,0.1056793870846972,2305782,0.9150822049286368,0.0507287089178787,2224506,0.8796305402920376,0.0489405838713611,3757273,0.7401713706045575,0.0826624582644868,5835303,1.1547074034002462,0.1283804745351575,2866902,1.1428881250303422,0.0630737151448334,2695958,1.0708505086616502,0.0593128355745801,2693818,1.0690797807930024,0.0592657541778634,2210474,0.8812036425689893,0.0486318707130765,1226830,0.98527529708817,0.0269910607168072,1392078,1.1139395649131196,0.0306266245694444,2882277,1.1397311919056694,0.0634119751796556,2306620,0.9162031457052132,0.0507471454648173,1123709,0.8991909322243127,0.0247223314126836,1237953,0.9870225356857304,0.0272357739764707,0.3349365329309023,0.3334367875629318,0.1655126449643318,0.166114034541834,gene_associated_-2kb_+1kb,GCA_000183805.3_Loa_loa_V3.1,Nematoda,Chromadorea,Monhysterida,Onchocercidae,Loa,Loa loa,4675.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
,59204187,20729167,20724691,8860302,8893431,8453216,1.1648248476127785,0.1427807124519757,6724699,0.9268411259346686,0.1135848550711455,2847472,0.917976254971396,0.0480957875496204,2702522,0.8680013654284585,0.0456474809796813,5435567,0.749164689508531,0.0918105167122723,8443900,1.1640437781864046,0.1426233587161664,3560131,1.1479732027192902,0.0601330949785696,3283831,1.0549351303597114,0.0554661953216248,3271414,1.0546479024836746,0.0552564635335673,2694040,0.8686999795945364,0.045504214085399,1283388,0.96797309239832,0.0216773181937284,1611020,1.210557514073255,0.027211251123168,3567701,1.1458812692146365,0.0602609575569376,2860893,0.9190657283825464,0.0483224775977415,1168840,0.8782932829818273,0.0197425226023287,1295553,0.9698819234212966,0.0218827935260727,0.3501099546509163,0.350034356236517,0.1496480746869096,0.150207614425657,gene_associated_-2kb_+1kb,GCA_012070555.1_ASM1207055v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Brugia,Brugia pahangi,1956.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
,17076391,4483610,4472669,4072260,4049155,1545126,1.3127154812527562,0.0904831705950045,1157618,0.9859004102917052,0.067790553636304,926692,0.8668310332991388,0.0542674385940214,853848,0.8032499356754298,0.0500016660429009,666615,0.5677313258834996,0.0390372298221562,1541414,1.315976534026559,0.0902657944527037,1198116,1.1234635195992422,0.0701621320336363,1066138,1.0054133018000648,0.0624334497845592,1075664,1.0061799784639178,0.0629912959945693,854002,0.8007906518774409,0.050010684341908,1013128,1.0434116611469473,0.0593291638730923,1129162,1.1695497997479998,0.0661241593730197,1195838,1.1249739960487517,0.0700287314807912,919256,0.8668973530251434,0.0538319835848218,934045,0.9674538664121008,0.0546980330914184,999729,1.0413958714628833,0.0585445132990923,0.2625418865099702,0.2619012262428405,0.2384549108328091,0.23710197641438,gene_associated_-2kb_+1kb,GCA_013357305.1_ASM1335730v1,Nematoda,Chromadorea,Rhabditida,Pratylenchidae,Radopholus,Radopholus similis,166.0416667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,1334112,364928,359644,307453,302531,112335,1.12611314894801,0.0842020759876232,90056,0.9160389928820962,0.0675025784941594,87933,1.046278453856507,0.0659112578254299,74465,0.9004434385033118,0.055816153366434,65417,0.6654139957067613,0.0490341140773788,110520,1.140713421495426,0.0828416204936317,102452,1.2369444611814453,0.0767941522151063,81126,0.9954023798404704,0.06080898755127,84796,1.0089525863238646,0.0635598810294787,74567,0.9002775703443254,0.0558926087165095,70142,0.9906083596902908,0.0525757957352905,77848,1.11732664442963,0.0583519224772732,102236,1.2362550913694297,0.0766322467678875,84416,1.0357701266747177,0.0632750473723345,46801,0.6717193028202538,0.0350802631263342,69002,1.0064755443488496,0.0517212947638579,0.2734452507051034,0.2694858814467133,0.2303784929219905,0.2266903749261926,gene_associated_-2kb_+1kb,GCA_009936545.3_ASM993654v3,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Anentome,Anentome helena,1642.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,60080932,20189637,20193276,9838379,9863443,7901851,1.1648324323493502,0.1315201135694766,6292096,0.9273671064354092,0.1047270039020033,3087302,0.933939393113098,0.0513857208473397,2907103,0.8771926997261151,0.0483864497974165,4454000,0.6564574176972686,0.0741333373456989,7904302,1.1647738228465934,0.1315609085424973,4040939,1.2222037273336008,0.0672582609071377,3792797,1.1442368171220345,0.0631281319004838,3786044,1.1453157597343848,0.0630157335109249,2898836,0.876768534276025,0.0482488520650778,1624637,1.0085580067981483,0.0270408088875851,1528243,0.946306812288302,0.0254364063460267,4046515,1.221000225080508,0.0673510690546544,3096681,0.9342278036716118,0.0515418269476911,1084909,0.6717889611880371,0.0180574595613796,1634677,1.0096399181410889,0.027207916814606,0.3360194065930389,0.3360799710608693,0.1637417390623425,0.1641588832837492,gene_associated_-2kb_+1kb,GCA_000239435.1_ASM23943v1,Arthropoda (Chelicerata),Arachnida,Trombidiformes,Tetranychidae,Tetranychus,Tetranychus urticae,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,46039807,15890201,15875401,7158724,7119336,6063506,1.1057864147306005,0.1317013774623338,5564044,1.01564674460436,0.1208528958429386,1905911,0.7715140279595175,0.041397024101339,2355420,0.958750707404202,0.0511605098605213,4302239,0.7853200001401709,0.0934460693981623,6056029,1.1064830311277003,0.1315389745226343,2996489,1.214111533876612,0.0650847428617587,2519242,1.026388822524151,0.0547187784692494,2538505,1.027588495761541,0.055137177269227,2363406,0.9576002060522124,0.051333968450389,1182225,1.0622705007623892,0.0256783222397087,1074005,0.9703701180382656,0.0233277476597588,2984668,1.214879960417541,0.0648279867897795,1890533,0.770240389693825,0.0410630088001889,1073496,0.969910233410092,0.0233166920095907,1170089,1.0630315059177209,0.0254147242624192,0.3451115812638882,0.3447901472302528,0.1554768602028222,0.1546214113030366,gene_associated_-2kb_+1kb,GCA_001014335.1_ASM101433v1,Arthropoda (Mandibulata),Insecta,Diptera,Scatopsidae,Coboldia,Coboldia fuscipes,26.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,5726186,1809926,1727351,1141650,1050087,633173,1.107885978275359,0.1105749970399145,507021,0.9295630434302984,0.0885442771156927,379231,1.0519724049687371,0.0662275029138068,289560,0.8732664662433189,0.050567690256656,447135,0.8197691445210485,0.078086006986151,590011,1.1334261631420823,0.1030373445780489,350155,1.017749907776806,0.0611497775308032,339202,1.0718816665111626,0.0592369860147749,391328,1.085529023976431,0.0683400783697909,298154,0.866605377627867,0.0520685147146809,273012,1.200632487896172,0.0476778085797422,178648,0.854150130996534,0.0311984277143634,337284,1.01719438734774,0.0589020335699888,331605,1.0478750715604097,0.0579102739589667,138480,0.662099268619856,0.0241836363680816,242187,1.2589097001161649,0.0422946442885369,0.3159227748439784,0.3015092998550885,0.1992751283205103,0.1832927969804228,gene_associated_-2kb_+1kb,GCA_002091915.1_Lexo_gen_Assembly01,Arthropoda (Mandibulata),Crustacea,Isopoda,Ligiidae,Ligia,Ligia exotica,602.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,55979508,19523063,19555518,8459023,8445153,7949658,1.1677019938192317,0.1420101441406023,6297200,0.9234421515692036,0.1124911637308423,2712037,0.9194051594173795,0.0484469602698187,2562967,0.8702960740713305,0.0457840215387387,5070996,0.7436275577778735,0.0905866482427819,7979892,1.1682555497425078,0.1425502346322872,3389774,1.1472569622994029,0.0605538369504783,3113690,1.0555480634768089,0.0556219608075154,3119058,1.0573889728355672,0.0557178530400803,2567545,0.8689764796316866,0.0458658014643501,1234178,0.9656436229494504,0.0220469604698919,1537794,1.2051744669440732,0.0274706594420229,3382187,1.148475211688286,0.060418305212686,2709724,0.9186026613942404,0.0484056415787005,1122588,0.8797760912695806,0.0200535524535156,1230220,0.9657111080827164,0.0219762560256871,0.3487335037822449,0.3493132358593915,0.1511005076080837,0.1508527527502798,gene_associated_-2kb_+1kb,GCA_000002995.5_B_malayi-4.0,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Brugia,Brugia malayi,2677.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
,60898742,21278109,21258403,9188768,9177194,8729501,1.17431581342147,0.1433445209754907,7090996,0.9547839810166296,0.1164391211890715,2870555,0.894205023384485,0.0471365237725271,2585755,0.8065029866719368,0.0424599082851333,5297676,0.7133181546592684,0.086991550662902,8713935,1.1743960805263751,0.1430889163523279,3648000,1.1374398930031728,0.0599027152317859,3597450,1.1230931202205137,0.0590726488241744,3603327,1.122470429689362,0.0591691532807032,2587730,0.8068495982239858,0.0424923391685168,1322634,0.9540840999522536,0.021718576715427,1674506,1.2094308927613375,0.0274965614232228,3646315,1.1372941124919735,0.0598750463515321,2864406,0.894243053306748,0.0470355528854766,1347029,0.9729069266072572,0.0221191597028391,1318927,0.953811342242334,0.0216577051788688,0.3493800432475042,0.3490564767533089,0.150876760770014,0.1506867192291728,gene_associated_-2kb_+1kb,GCA_000499405.2_ASM49940v2,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Onchocerca,Onchocerca volvulus,3872.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
,56655101,19592869,19593998,8742068,8730314,7889995,1.1646173827051844,0.1392636295891521,6274887,0.9261629949228892,0.1107559052802677,2776940,0.9186644078326976,0.0490148274556954,2649653,0.877735599227136,0.0467681277278104,5030404,0.7424793521081865,0.0887899573244075,7895006,1.1652227495346357,0.1393520770530441,3466490,1.1467145458160626,0.0611858409713187,3200487,1.0601461816383817,0.0564907121072822,3207650,1.0611514428776108,0.0566171437943425,2648987,0.8762846350566869,0.0467563723873689,1299628,0.9635922720433232,0.0229392936745448,1585197,1.176906080963459,0.027979775378037,3463275,1.1472595684843865,0.0611290940951636,2773661,0.9187620878664076,0.0489569509372157,1198439,0.8897633207505231,0.0211532409058806,1294402,0.9623034805226562,0.0228470513184682,0.3458017772173436,0.3458217033550868,0.1542919850561379,0.1540845343714315,gene_associated_-2kb_+1kb,GCA_005281725.1_ASM528172v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Wuchereria,Wuchereria bancrofti,5196.632813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
,1591964,498396,479993,307916,306672,170249,1.092499486510132,0.1069427449364432,144337,0.9617318312635176,0.090665994959685,94799,0.9846518920240834,0.0595484571259149,88694,0.9249778563771718,0.0557135714124188,113742,0.7578742938510223,0.071447595548643,160483,1.110311900424475,0.1008081841046656,106741,1.1511975986661809,0.0670498830375561,98670,1.0684688539952247,0.0619800447748818,105436,1.095135569863092,0.0662301408825827,84186,0.9079427871325086,0.0528818490870396,64116,1.0779228432546446,0.0402747800829667,54007,0.9116527362777178,0.0339247621177363,108628,1.1328668746762962,0.0682352113490003,90742,0.9826188380382556,0.0570000326640552,42034,0.7095452648119241,0.0264038634039463,65100,1.1033632270454024,0.0408928845124638,0.3128708072997915,0.3013182236780569,0.1932959484035237,0.1925150206186278,gene_associated_-2kb_+1kb,GCA_015471945.1_Wsci_v1.0,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Watasenia,Watasenia scintillans,395.4166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,58227318,16451724,16485548,12651015,12643866,5395521,1.1609391725536382,0.0926630520746293,4152475,0.8916432609783973,0.0713148938098093,3588227,1.0040192333313578,0.0616244595019815,3314116,0.92784474882583,0.0569168581661274,3367319,0.7230500590405761,0.0578305701801343,5416537,1.1606835944963194,0.0930239823170285,4077081,1.1384644903496937,0.0700200720218643,3623228,1.0123048077246417,0.0622255691048658,3620818,1.013138497757355,0.0621841795976246,3318898,0.926753115793534,0.0569989845659729,2792612,1.0161522118842612,0.0479605122805072,2917667,1.0622564491878532,0.050108215528663,4066788,1.1385684418975976,0.0698432993255846,3596216,1.0047578420171956,0.0617616631423758,2192031,0.7980688223055266,0.0376460925093613,2787784,1.0155428678081508,0.0478775958734695,0.2825195901652477,0.2831004376568388,0.2172513697029199,0.2171286024749935,gene_associated_-2kb_+1kb,GCA_001870725.1_MEX_genome.1-6-13,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia,Taenia solium,4719.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
,60385242,21491631,21441806,8708819,8746822,8719658,1.1401098234215246,0.1444004811639241,7494027,0.9821334499221526,0.1241036179005459,2770223,0.8938652990629132,0.0458758284019131,2506368,0.8052137084465616,0.0415063004964027,5797557,0.7598017270995053,0.0960095017918451,8675408,1.139601916283452,0.1436676862204179,3503364,1.1330540383537533,0.0580168909482883,3464026,1.1154637955199922,0.0573654403835957,3452687,1.1140753281687548,0.0571776627143433,2494133,0.8066496852286437,0.0413036847645654,1191995,0.949165385056844,0.0197398397442871,1569475,1.2443164312808843,0.0259910360216822,3520365,1.1309776364586044,0.058298433249634,2776769,0.8941576327724599,0.0459842323725389,1242730,0.9852653649441332,0.0205800284778191,1206457,0.9523514716517724,0.0199793353481965,0.3558860593963696,0.3550609929828702,0.1442118225418179,0.1448411250789422,gene_associated_-2kb_+1kb,GCA_008729115.1_FGCZ_Drep_1.0,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Dirofilaria,Dirofilaria repens,2653.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
,73580947,21711632,21687405,15086843,15101766,7208741,1.1254311500235257,0.0979702123159681,5899484,0.9220583742451384,0.080176788156858,4358772,0.97930452252554,0.059237780671673,4242486,0.9522361393528412,0.057657398728505,4845089,0.7572619717949913,0.0658470595655693,7191116,1.125189220494851,0.0977306801990466,4885036,1.0987686404431876,0.0663899582591672,4764238,1.07053918971874,0.0647482560940674,4762137,1.0699303154618336,0.0647197025066828,4236393,0.9528723589740254,0.0575745919660425,2901317,0.9380865060237482,0.0394302753401638,3185705,1.0290201937767405,0.0432952432645369,4893651,1.0983916825135478,0.066507040198871,4358405,0.9793472444420502,0.0592327929674512,2940400,0.9497837928436964,0.0399614318636045,2907977,0.93838259063486,0.039520787901792,0.2950445241854862,0.2947152977280996,0.2050186929474547,0.2052214851389593,gene_associated_-2kb_+1kb,GCA_009735665.1_ACgenome_NGS_v2,Nematoda,Chromadorea,Rhabditida,Metastrongylidae,Angiostrongylus,Angiostrongylus cantonensis,737.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
,51169303,17414140,17396016,8182997,8179362,6857683,1.1572771151838626,0.134019472573234,5597498,0.9455971175234854,0.1093917187029106,2544013,0.9136269994128556,0.0497175621094545,2413825,0.8672580555669103,0.047173302321511,4367955,0.737887830861627,0.0853628004274359,6840796,1.156834055858652,0.1336894504894858,3169954,1.1396061712068934,0.061950306417111,3016161,1.0847990964400278,0.0589447348931057,3019394,1.0843497577509156,0.0590079173054204,2414216,0.8679165225193872,0.0471809436216084,1278158,0.976840779175217,0.0249789996162347,1470759,1.1245369132186829,0.02874299460362,3167962,1.138210335972931,0.0619113768268448,2542391,0.9144019366331104,0.0496858634169787,1190392,0.910169337872632,0.0232637915744132,1278146,0.9777000308154729,0.0249787651006307,0.3403026018947866,0.3399484273931035,0.1599100024690989,0.1598389682430109,gene_associated_-2kb_+1kb,GCA_013365325.1_Dcau_362YU_v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Dipetalonema,Dipetalonema caudispina,692.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
,42114023,13381264,13354266,7694156,7688259,4874791,1.146751558136898,0.1157522044379374,4209336,0.9922110247804856,0.099950935582668,2091217,0.8555562939571526,0.0496560729902246,2204768,0.9027040041610976,0.0523523482902595,3439420,0.8107289232435942,0.0816692340221213,4857127,1.1472208470524763,0.1153327716993458,2395665,0.982093177964104,0.056885208995588,2660792,1.0916175632725875,0.0631806654994703,2668028,1.0915405468939443,0.0633524847531189,2203613,0.9033622372798422,0.0523249227460411,1308417,0.9309617112096464,0.0310684400775485,1513333,1.0775889417979474,0.0359341827780262,2397855,0.9817601261891086,0.0569372106768332,2083002,0.8545732126118565,0.0494610073229052,1898066,1.3515432045707474,0.0450696909198154,1308593,0.932515798952816,0.031072619208096,0.3177093279361089,0.3170683185041435,0.1826811825695674,0.18254117099018,gene_associated_-2kb_+1kb,GCA_003055095.1_ASM305509v1,Arthropoda (Mandibulata),Insecta,Hymenoptera,Bethylidae,Goniozus,Goniozus legneri,110.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,63464642,17655892,17647034,14073208,14093382,5827334,1.186558410802567,0.0918201665740114,4890254,0.996250539118344,0.0770547795731676,3567919,0.9114456040991524,0.0562190045915645,3368873,0.8593662438915596,0.053082675547118,3758738,0.7657362498767152,0.0592257023997708,5817437,1.185732660264674,0.0916642214731156,4393668,1.1229513630463166,0.0692301707145846,3675731,0.938113343843864,0.0579177772719493,3668593,0.9371633613540336,0.0578053051965533,3364891,0.8600123939615564,0.0530199319488795,3180506,1.0193153037184026,0.0501146134252203,3858236,1.2347498933752397,0.0607934730018645,4399747,1.1223320242298116,0.0693259563332918,3572947,0.9118809993296308,0.0562982298080244,2930170,0.9377412618282878,0.04617011784294,3189598,1.0193047348827942,0.0502578742979437,0.2781790867918388,0.2780395237297854,0.2217317680506654,0.2220496214277103,gene_associated_-2kb_+1kb,GCA_000001215.4_Release_6_plus_ISO1_MT,Arthropoda (Mandibulata),Insecta,Diptera,Drosophilidae,Drosophila,Drosophila melanogaster,69.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,67503302,19012242,19039791,14730513,14728175,6202223,1.1585137293826282,0.091880290537491,4796698,0.8946791999503857,0.0710587165054533,4166881,1.004570377142805,0.0617285507011197,3844415,0.9269759541945036,0.0569515103127844,3852369,0.7185431342214306,0.0570693415856901,6217019,1.157919362044538,0.0920994798150763,4772969,1.149023841648495,0.0707071929607236,4195335,1.0101270650225886,0.0621500708217206,4188371,1.009751282814169,0.0620469054980451,3851215,0.9271247842410684,0.0570522461256784,3239268,1.0079328793046776,0.0479868081119942,3449999,1.073674495182439,0.0511085961394895,4767293,1.149502844411901,0.0706231081851373,4172809,1.004703392713536,0.0618163686274191,2549707,0.7934945419080213,0.037771589306846,3236731,1.0074632446802183,0.0479492247653307,0.2816181151435192,0.2820261836634806,0.2181951663647615,0.2181605348282386,gene_associated_-2kb_+1kb,GCA_001693075.2_ASM169307v2,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia,Taenia saginata,9332.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
,56352261,15215842,15210206,12970083,12961500,4966158,1.2089898796107952,0.0881270407233527,3733163,0.909159287324877,0.0662469071116773,3213569,0.917789313729012,0.0570264430028814,3301454,0.9435134793466586,0.0585860077557491,3017445,0.7348562454256655,0.0535461212461377,4961377,1.208721228785144,0.0880421994070477,3805232,1.0871698546328172,0.0675258087692346,3424668,0.9790891282698978,0.0607725038752216,3429233,0.9793825499582804,0.0608535121598758,3305724,0.9444584405198462,0.0586617811129175,2658152,0.8906117354227844,0.0471702812421315,3575762,1.198849586802163,0.0634537450059013,3801533,1.0864296845211658,0.0674601681022168,3208451,0.9172741686746516,0.0569356214473807,3291909,1.103681884991317,0.0584166267969265,2658431,0.8918852402390557,0.0471752322413469,0.2699872533676939,0.2698872491641815,0.2301388963634756,0.229986601104649,gene_associated_-2kb_+1kb,GCA_000612645.2_T_muris_v2,Nematoda,Enoplea,Trichinellida,Trichuridae,Trichuris,Trichuris muris,156.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,66331125,18683315,18733037,14467585,14452724,6099386,1.1592259621918128,0.0919536039830471,4716914,0.8940991537127423,0.0711116236909897,4091562,1.0042203328049055,0.0616838927426604,3773945,0.9272178294148208,0.0568955373514319,3790477,0.7184914284779443,0.0571447717794625,6125492,1.1580157009560192,0.0923471748745404,4690884,1.1482602017139998,0.0707191985662839,4124636,1.010689096703885,0.0621825123575093,4120744,1.0113826727014814,0.0621238370372883,3787745,0.9271849053912212,0.0571035844786289,3178340,1.007391126280894,0.0479162685692425,3379486,1.0722467844671129,0.0509487212828065,4671088,1.147636247048014,0.0704207564699076,4101355,1.0049843865524042,0.0618315308235764,2505566,0.7949685504748729,0.0377736092972944,3173505,1.007928258218754,0.0478433766953296,0.281643886176303,0.2823934264644402,0.2180933556483947,0.2178693317108619,gene_associated_-2kb_+1kb,GCA_001693035.2_Taenia_asiatica_TASYD01_v1,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia,Taenia asiatica,10054.4125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
,69056987,25709257,25704470,8838493,8816456,10975388,1.1470846467918825,0.1589323322200547,9133491,0.9547579029992636,0.1322602012740579,2508390,0.7625739207950126,0.0363234787524106,3087308,0.9409163695252296,0.0447066710280887,7455313,0.7793316932247647,0.1079588514338165,10974245,1.1473924304630636,0.1589157806725625,4103722,1.2478020438741595,0.0594251527365362,3166213,0.9651438901482324,0.0458492780752221,3181145,0.9670977062049564,0.0460655052905797,3088915,0.9392338102711512,0.0447299416639767,1269965,1.123026342414771,0.0183901014968984,1297476,1.150222086236925,0.0187884826194342,4092509,1.247270667691506,0.0592627795939026,2503069,0.7630003894145613,0.0362464264477684,955381,0.8469523343561804,0.0138346754109037,1264457,1.1237523479919198,0.0183103412837863,0.372227447938918,0.3721581401097076,0.1279667356009546,0.1276476763504196,gene_associated_-2kb_+1kb,GCA_015776835.1_Ae_genome_v2,Arthropoda (Mandibulata),Insecta,Hymenoptera,Braconidae,Aphidius,Aphidius ervi,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,76508966,23971323,23934524,14293318,14315214,8489228,1.130467218739088,0.1109572961683994,7011099,0.9350677613889972,0.0916376127733839,4482211,1.0010160023306391,0.0585841272511773,3987065,0.8890726496845163,0.052112389023791,5863031,0.7819503436086546,0.0766319466400839,8466024,1.1308465792348654,0.110654011452723,4861274,1.0873416715716384,0.0635386184672787,4742477,1.0591473325228165,0.0619858984893352,4737245,1.057972962888362,0.0619175143472727,3973126,0.8886858601684944,0.0519302012263503,2814868,1.05430363723989,0.0367913480885364,2767105,1.034828834270825,0.0361670683145815,4880106,1.0882111959953764,0.0637847595535404,4482521,1.0010908139623045,0.0585881790638759,2133994,0.7980609783007637,0.0278920773808392,2817592,1.0520980098212074,0.0368269517588304,0.3132917408896438,0.3128107986081936,0.1868056460341918,0.1870918144679708,gene_associated_-2kb_+1kb,GCA_000469805.3_HMN_v3,Platyhelminthes,Cestoda,Cyclophyllidea,Hymenolepididae,Hymenolepis,Hymenolepis microstoma,983.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
,13940633,4605185,4592125,2391889,2361098,1770896,1.165690635420224,0.1270312474333124,1386748,0.9154216490064812,0.0994752533834008,766505,0.9714295330607072,0.0549835147370998,678301,0.8708548522807478,0.0486563988880562,1140417,0.7528133523142088,0.0818052523153001,1761733,1.1662646181379015,0.1263739602068284,851995,1.082846099920964,0.0611159478913188,835151,1.0752803372221025,0.0599076813800349,841500,1.0664743896916329,0.0603631126362769,680662,0.8650898092880863,0.0488257599206578,482664,1.1777341766716494,0.0346228180599833,384804,0.9511936807183716,0.0276030507366487,849438,1.0905736597935929,0.0609325272388994,760173,0.978744059202632,0.0545293029376786,288609,0.7134100918869047,0.0207027184490116,461037,1.154495295029354,0.0330714537854916,0.3301137603020208,0.3291775795167658,0.1714579266663641,0.1692507335148491,gene_associated_-2kb_+1kb,GCA_000341915.2_ASM34191v2,Arthropoda (Mandibulata),Insecta,Diptera,Phoridae,Megaselia,Megaselia scalaris,60.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,57356289,15440989,15436588,13243003,13239309,4945170,1.1897797113624609,0.086218444153526,3728332,0.8972711660877937,0.065003019982691,3477896,0.9756421626300422,0.0606366984446988,3288639,0.922807957372314,0.0573370254132027,3010453,0.7245043289499156,0.0524868859629325,4942244,1.1897538445078366,0.0861674296954602,3754745,1.053605956597054,0.0654635274607811,3728175,1.0464421354697662,0.0650002827065747,3731018,1.046649603763774,0.0650498500696235,3289168,0.9229620112813036,0.0573462484645755,3143909,1.0283301570424952,0.0548136752710762,3078092,1.0070832211316103,0.0536661637924308,3753433,1.0532313944655636,0.0654406528985862,3475829,0.975612443430832,0.060600660548314,2865596,0.9375592575341668,0.0499613215910813,3143590,1.0287996826651842,0.0548081135444449,0.2691948898297205,0.2691181637398217,0.2308756734170109,0.2308112730134467,gene_associated_-2kb_+1kb,GCA_017562135.1_ASM1756213v1,Platyhelminthes,Cestoda,Cyclophyllidea,Dipylidiidae,Dipylidium,Dipylidium caninum,379.5642857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
